Country,Gender,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Singapore,Male,22.56816,22.63397,22.69746,22.76362,22.82848,22.88449,22.93952,22.9966,23.06131,23.12883,23.19591,23.26571,23.32999,23.4027,23.47382,23.54164,23.60396,23.65914,23.701,23.73247,23.76281,23.77667,23.78492,23.78935,23.79608,23.80876,23.81831,23.83205,23.83996
Slovak Republic,Male,25.54614,25.58635,25.62135,25.65713,25.69851,25.73811,25.77931,25.81626,25.85951,25.90598,25.94697,25.97514,25.99551,26.0168,26.04675,26.08351,26.13178,26.19109,26.26112,26.30941,26.3444,26.38367,26.43238,26.48572,26.54207,26.62371,26.71742,26.82124,26.92717
Slovenia,Male,25.69628,25.73622,25.77252,25.80809,25.85281,25.88685,25.92372,25.95768,25.99316,26.03286,26.06808,26.09041,26.10641,26.14656,26.20079,26.26542,26.34704,26.42509,26.50649,26.5865,26.69247,26.78108,26.87825,26.96881,27.06755,27.16275,27.25763,27.35064,27.43983
Solomon Islands,Male,23.98967,24.11103,24.23121,24.34351,24.45388,24.56463,24.66985,24.77464,24.87843,24.99609,25.11838,25.24286,25.37952,25.51425,25.64945,25.79141,25.93356,26.0693,26.19822,26.31477,26.40337,26.47893,26.55288,26.63543,26.72525,26.82223,26.92452,27.03587,27.15988
Somalia,Male,20.92911,20.96415,20.99438,21.02672,21.05783,21.08966,21.1222,21.15619,21.19051,21.23726,21.27975,21.31888,21.35827,21.39259,21.42431,21.44441,21.46899,21.49611,21.52228,21.54537,21.57201,21.5981,21.6351,21.67554,21.71384,21.77287,21.82666,21.89742,21.96917
South Africa,Male,23.13811,23.17439,23.20612,23.23626,23.2704,23.30367,23.33707,23.37885,23.42474,23.4743,23.52675,23.58051,23.63539,23.69439,23.76762,23.85642,23.96304,24.09036,24.23022,24.39328,24.57778,24.78496,25.01756,25.27456,25.55277,25.85105,26.17266,26.51022,26.85538
Spain,Male,25.34477,25.37087,25.39528,25.41502,25.43313,25.46042,25.48971,25.53439,25.58617,25.65028,25.72032,25.79976,25.88464,25.96412,26.04306,26.12167,26.20999,26.3022,26.39609,26.5,26.60724,26.71782,26.835,26.95143,27.06646,27.17847,27.29197,27.39562,27.49975
Sri Lanka,Male,20.38152,20.44378,20.49434,20.54698,20.59544,20.63366,20.67478,20.70746,20.73936,20.77225,20.80921,20.85393,20.90149,20.95994,21.02658,21.0932,21.1642,21.23943,21.3152,21.38576,21.45652,21.51639,21.56997,21.62526,21.68151,21.74239,21.81124,21.88625,21.96671
Sudan,Male,20.71915,20.75761,20.79627,20.82779,20.8473,20.86213,20.8824,20.90864,20.93535,20.96653,20.99367,21.03162,21.07525,21.12529,21.17918,21.23783,21.29703,21.36275,21.43225,21.49895,21.57897,21.66078,21.75247,21.84463,21.9434,22.0473,22.16048,22.28084,22.40484
Suriname,Male,23.29584,23.36229,23.42391,23.48051,23.52685,23.57228,23.61061,23.64374,23.68688,23.73931,23.79644,23.87112,23.94219,24.01218,24.07298,24.13357,24.20795,24.30276,24.40073,24.50072,24.58296,24.67839,24.77476,24.88042,25.00262,25.12524,25.23747,25.36476,25.49887
Swaziland,Male,21.41393,21.4468,21.47732,21.49897,21.52619,21.55783,21.5929,21.63469,21.68481,21.74249,21.79222,21.83435,21.87637,21.91338,21.94854,21.98135,22.02255,22.07354,22.13207,22.20111,22.28343,22.37484,22.48246,22.58925,22.70309,22.8175,22.94034,23.05694,23.16969
Sweden,Male,24.71797,24.75768,24.79446,24.82977,24.86689,24.90539,24.94952,24.9971,25.05041,25.10748,25.16444,25.21542,25.26597,25.31753,25.37889,25.43743,25.49521,25.56026,25.62147,25.68738,25.75589,25.82526,25.89779,25.97058,26.04705,26.1255,26.2098,26.29358,26.37629
Switzerland,Male,25.15845,25.17901,25.20452,25.2227,25.246,25.26813,25.29805,25.32245,25.35413,25.38598,25.42673,25.46021,25.50033,25.54019,25.57968,25.61801,25.66158,25.69975,25.73992,25.77055,25.80709,25.85,25.89402,25.9385,25.98248,26.0288,26.07963,26.13979,26.20195
Syria,Male,24.34752,24.47281,24.59099,24.69695,24.78259,24.86739,24.93725,24.99488,25.06755,25.11164,25.16734,25.23955,25.32346,25.41595,25.52016,25.62992,25.75749,25.87469,25.99952,26.11749,26.23028,26.32429,26.41778,26.50727,26.5923,26.67649,26.76554,26.84018,26.91969
Taiwan,Male,22.40238,22.47259,22.54484,22.62341,22.70801,22.78902,22.87436,22.96184,23.04687,23.13216,23.21114,23.29005,23.37324,23.45302,23.53399,23.61526,23.69346,23.77188,23.84441,23.9139,23.98341,24.03942,24.09281,24.14591,24.20489,24.26291,24.3254,24.38886,24.44939
Tajikistan,Male,24.19187,24.21477,24.23035,24.25412,24.27539,24.29276,24.31117,24.31859,24.32583,24.31905,24.30014,24.26272,24.18024,24.08605,23.96471,23.84028,23.70978,23.59187,23.48205,23.39624,23.34496,23.32384,23.33256,23.36877,23.42971,23.50825,23.59211,23.6844,23.77966
Tanzania,Male,21.27393,21.30234,21.33163,21.36444,21.39463,21.41743,21.43652,21.45773,21.48072,21.50454,21.53365,21.56672,21.59534,21.61958,21.64031,21.65659,21.67487,21.71586,21.75849,21.80313,21.8471,21.89837,21.96421,22.03282,22.11099,22.19579,22.29067,22.38359,22.47792
Thailand,Male,20.26858,20.36836,20.462,20.55553,20.65286,20.75336,20.84919,20.95146,21.06203,21.18918,21.31953,21.45581,21.59724,21.74154,21.88441,22.03004,22.16708,22.28385,22.36538,22.43802,22.49964,22.54997,22.60467,22.66055,22.72091,22.78312,22.85569,22.93186,23.00803
Timor-Leste,Male,19.92875,19.94611,19.95992,19.97382,19.98943,20.00549,20.02296,20.0398,20.06136,20.08093,20.10669,20.14658,20.19698,20.25745,20.32359,20.39477,20.46321,20.53556,20.59645,20.60753,20.61151,20.61698,20.61505,20.60296,20.59168,20.57762,20.5605,20.56553,20.59082
Togo,Male,20.90726,20.93318,20.9509,20.95109,20.96319,20.97264,20.97971,20.98591,21.00101,21.02166,21.05222,21.07697,21.09815,21.11306,21.14536,21.18566,21.23926,21.289,21.33483,21.38407,21.42564,21.46784,21.51224,21.56682,21.62273,21.68029,21.74056,21.80899,21.87875
Tonga,Male,26.38245,26.53977,26.71129,26.87732,27.05085,27.22789,27.40442,27.58062,27.75135,27.91988,28.09517,28.26486,28.43514,28.6013,28.76827,28.94029,29.11615,29.28199,29.44018,29.60169,29.77377,29.94115,30.10416,30.25656,30.40434,30.54701,30.69518,30.84629,30.99563
Trinidad and Tobago,Male,24.81322,24.89256,24.96594,25.02672,25.07835,25.11966,25.14045,25.15129,25.1431,25.12705,25.11359,25.11614,25.12136,25.12806,25.15276,25.18803,25.23361,25.28595,25.34881,25.42055,25.50427,25.59349,25.685,25.7979,25.90978,26.02441,26.14762,26.27426,26.39669
Tunisia,Male,22.19206,22.27883,22.36236,22.44939,22.53428,22.62118,22.70853,22.79393,22.87136,22.95095,23.04268,23.13144,23.23761,23.3474,23.45644,23.55951,23.67153,23.79291,23.91893,24.05655,24.18309,24.30098,24.41337,24.53262,24.66164,24.77842,24.90897,25.03337,25.15699
Turkey,Male,23.66064,23.72726,23.79751,23.86535,23.94047,24.02091,24.10812,24.20839,24.31877,24.43041,24.54882,24.66999,24.79153,24.91986,25.03051,25.14651,25.27038,25.39673,25.51746,25.6213,25.73719,25.82401,25.92331,26.03143,26.14951,26.28537,26.42238,26.56181,26.70371
Turkmenistan,Male,24.36178,24.39382,24.4241,24.4529,24.48779,24.50808,24.53527,24.55679,24.57425,24.58731,24.59178,24.57935,24.55385,24.53719,24.49877,24.45991,24.41998,24.37632,24.34956,24.35392,24.37988,24.42746,24.49745,24.58993,24.70728,24.8375,24.97361,25.11037,25.24796
Uganda,Male,21.26771,21.2759,21.30671,21.34758,21.36312,21.37401,21.38591,21.40204,21.42637,21.4581,21.49764,21.53288,21.55733,21.59188,21.6384,21.69042,21.73546,21.78184,21.83446,21.88065,21.92922,21.98402,22.04069,22.09274,22.1433,22.18915,22.23996,22.2968,22.35833
Ukraine,Male,24.91605,24.92332,24.93381,24.94412,24.9525,24.95528,24.97105,24.98551,24.99758,25.01783,25.03725,25.0517,25.05866,25.0484,24.99754,24.93999,24.87676,24.82352,24.77336,24.73059,24.71955,24.73512,24.77167,24.83912,24.94095,25.05419,25.17695,25.30307,25.42379
United Arab Emirates,Male,24.88388,25.0757,25.2388,25.36219,25.51162,25.63167,25.70268,25.79164,25.83178,25.90462,25.98216,26.06863,26.16562,26.2636,26.39207,26.51119,26.64237,26.76028,26.86474,26.97721,27.08488,27.17422,27.27616,27.39974,27.51332,27.61944,27.76261,27.90413,28.05359
United Kingdom,Male,24.72216,24.78911,24.86057,24.93208,25.00774,25.08727,25.17483,25.26661,25.36885,25.47263,25.58043,25.68395,25.79325,25.90392,26.01879,26.12699,26.23783,26.34611,26.44777,26.55022,26.64648,26.74677,26.83783,26.92578,27.0162,27.10412,27.20432,27.29918,27.39249
United States,Male,25.46406,25.57524,25.67883,25.78812,25.9069,26.02568,26.1374,26.25939,26.37687,26.49269,26.60827,26.71961,26.83609,26.95163,27.06838,27.1781,27.28376,27.39366,27.49846,27.60386,27.71039,27.80569,27.90479,28.00041,28.10039,28.19703,28.28959,28.37574,28.45698
Uruguay,Male,24.24001,24.31948,24.3926,24.44209,24.49525,24.54516,24.59804,24.67024,24.73972,24.80593,24.86952,24.95229,25.05527,25.15742,25.26958,25.36804,25.47642,25.58248,25.68818,25.78625,25.86898,25.93469,25.96627,26.00585,26.06073,26.13136,26.20624,26.29256,26.39123
Uzbekistan,Male,24.565,24.60077,24.62187,24.6478,24.6689,24.69832,24.72305,24.74603,24.77115,24.78287,24.78404,24.77866,24.75026,24.73165,24.71118,24.69517,24.67727,24.68203,24.69876,24.72082,24.75326,24.79418,24.83998,24.88965,24.95455,25.03331,25.12717,25.22226,25.32054
Vanuatu,Male,23.20701,23.3299,23.46016,23.60431,23.75134,23.89466,24.03171,24.15571,24.27529,24.39727,24.52964,24.66287,24.79143,24.92541,25.05856,25.19282,25.32325,25.45811,25.59565,25.72398,25.85208,25.96032,26.05661,26.1606,26.27087,26.38887,26.51376,26.64903,26.78926
Venezuela,Male,24.58052,24.69666,24.80082,24.89208,24.9844,25.07104,25.15587,25.24624,25.35274,25.43322,25.52678,25.63444,25.75528,25.87036,25.97218,26.08046,26.18272,26.29177,26.40105,26.50035,26.61021,26.71688,26.7921,26.85498,26.95162,27.05633,27.17698,27.30849,27.445
Vietnam,Male,19.01394,19.03902,19.06804,19.09675,19.13046,19.16397,19.1974,19.23481,19.2709,19.31105,19.3515,19.39625,19.45212,19.51493,19.58757,19.66996,19.75854,19.84794,19.9358,20.02081,20.10343,20.18623,20.27145,20.36402,20.46585,20.57277,20.68655,20.80189,20.9163
West Bank and Gaza,Male,24.31624,24.40192,24.48713,24.57107,24.65582,24.74148,24.82984,24.91615,25.00108,25.08593,25.17834,25.27187,25.37683,25.48893,25.61249,25.73496,25.87428,26.01468,26.15144,26.2824,26.39074,26.457,26.48925,26.51152,26.52924,26.54329,26.54449,26.5546,26.5775
"Yemen, Rep.",Male,22.90384,22.96813,23.02669,23.07279,23.12566,23.16944,23.20933,23.25043,23.29401,23.33879,23.38236,23.42152,23.46544,23.51371,23.56154,23.61684,23.66973,23.72737,23.79152,23.85482,23.92467,23.99129,24.05692,24.12459,24.19204,24.25638,24.3212,24.37949,24.44157
Zambia,Male,19.66295,19.69512,19.72538,19.7542,19.7807,19.80335,19.82396,19.85065,19.8832,19.92451,19.9668,20.00746,20.04096,20.07781,20.09502,20.09977,20.11009,20.12375,20.13349,20.15094,20.17261,20.20266,20.24298,20.29474,20.35966,20.43398,20.51422,20.5977,20.68321
Zimbabwe,Male,21.46989,21.48867,21.50738,21.52936,21.53383,21.54341,21.54859,21.5459,21.55396,21.56903,21.58005,21.59694,21.5901,21.58547,21.59029,21.58986,21.60362,21.62721,21.65496,21.68873,21.72652,21.76514,21.79645,21.82499,21.85806,21.89495,21.93371,21.97405,22.0266
